Pathways	Reactions of pathway
PWY-5417	RXN-3641 // 3-OXOADIPATE-COA-TRANSFERASE-RXN // 3-OXOADIPATE-ENOL-LACTONASE-RXN // MUCONOLACTONE-DELTA-ISOMERASE-RXN // MUCONATE-CYCLOISOMERASE-RXN // CATECHOL-12-DIOXYGENASE-RXN
PWY-8513	RXN-24492 // RXN-24489 // RXN-24490 // RXN-24491
PWY-102	RXN-886 // RXN-991 // RXN-947 // RXN-292 // RXN-6550 // RXN-172 // RXN-171 // RXN-114 // RXN-115 // RXN-118 // RXN-113
PWY-5307	RXN-8235 // RXN-8234 // RXN-8233 // RXN-8232 // RXN-8231 // RXN-8228
PWY-6974	RXN-16262 // RXN-12943 // RXN-12404 // DTDPGLUCDEHYDRAT-RXN // DTDPGLUCOSEPP-RXN // RXN-12929 // RXN-12928
PWY-1861	RIB5PISOM-RXN // RIBULP3EPIM-RXN // 1TRANSKETO-RXN // TRANSALDOL-RXN // 2TRANSKETO-RXN // F16ALDOLASE-RXN // 6PFRUCTPHOS-RXN // R12-RXN // R10-RXN
PANTOSYN-PWY	ASPDECARBOX-RXN // P-PANTOCYSLIG-RXN // P-PANTOCYSDECARB-RXN // DEPHOSPHOCOAKIN-RXN // PANTEPADENYLYLTRAN-RXN // PANTOTHENATE-KIN-RXN // 3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN // 2-DEHYDROPANTOATE-REDUCT-RXN // PANTOATE-BETA-ALANINE-LIG-RXN
PWY-2221	RXN-15754 // PEPDEPHOS-RXN // 2PGADEHYDRAT-RXN // 3PGAREARR-RXN // GLUCOSE-1-DEHYDROGENASE-NADP+-RXN // GLUCONOLACT-RXN // KDPGALDOL-RXN // DEOXYGLUCONOKIN-RXN // GLUCONATE-DEHYDRATASE-RXN
PWY-5057	RXN-7657 // RXN-7643 // BRANCHED-CHAINAMINOTRANSFERVAL-RXN
PWY-5954	RXN-11624 // RXN-9485 // RXN-9484 // RXN-9483 // RXN-9482 // RXN-9481 // RXN-9480 // RXN-9479
PWY0-981	RXN0-299
PWY0-42	4.2.1.99-RXN // METHYLISOCITRATE-LYASE-RXN // 2-METHYLCITRATE-DEHYDRATASE-RXN // 2-METHYLCITRATE-SYNTHASE-RXN // PROPIONATE--COA-LIGASE-RXN
PWY-8427	RXN-23646 // RXN-23645 // RXN-23644 // RXN-23643 // RXN-23642 // RXN-23641 // RXN-23640 // RXN-23639
PWY-5921	GLUTAMIN-RXN // RXN-20083 // RXN-20082 // RXN-9386
PWY18C3-17	RXN18C3-46 // RXN18C3-45 // RXN18C3-44 // RXN18C3-34 // RXN18C3-31 // RXN18C3-43 // RXN18C3-42 // RXN18C3-25
PWY-6138	RXN-9990 // RXN-9989 // RXN-9988 // NANK-RXN // RXN-9987
PWY-283	BENZOATE--COA-LIGASE-RXN
PWY-6126	RXN0-745 // DADPKIN-RXN // RXN0-747 // ADPREDUCT-RXN // ADENYL-KIN-RXN // AMPSYN-RXN // ADENYLOSUCCINATE-SYNTHASE-RXN
PWY-8217	GLCNACPTRANS-RXN // RXN-14572 // RXN-22122 // RXN-22121 // RXN-22120 // RXN-17515 // RXN-22118 // RXN-22119
PWY-7786	ERYTHRULOSE-REDUCTASE-RXN // RXN-17762 // RXN-17761
COLANSYN-PWY	UGD-RXN // PHOSPHOGLUCMUT-RXN // GLUC1PURIDYLTRANS-RXN // PGLUCISOM-RXN // 2.7.7.13-RXN // PHOSMANMUT-RXN // MANNPISOM-RXN // FCLREDUCT-RXN // FCLEPIM-RXN // GDPMANDEHYDRA-RXN // UDPGLUCEPIM-RXN
PWY-6427	RXN-3762 // RXN-9058 // RXN-9057 // RXN-9056 // RXN-9054 // RXN-9053 // RXN-9052
PWY-7889	RXN-18705 // RXN0-308 // RXN-16822 // RXN-16821
PWY-5887	RXN-9353 // RXN-9351 // RXN-9352 // RXN-9350 // RXN-9349
PWY0-1415	RXN-21483 // RXN0-1461 // RXN0-6259 // HEMN-RXN // UROGENDECARBOX-RXN // PROTOHEMEFERROCHELAT-RXN
PWY4FS-5	RXN4FS-4 // RXN4FS-3 // RXN4FS-2 // RXN4FS-1 // 2.1.1.71-RXN // 2.7.7.57-RXN // RXN-5642 // RXN-5643 // 2.1.1.103-RXN // RXN-5781 // 2.7.7.15-RXN // CHOLINE-KINASE-RXN
PWY-5849	RXN-9220
PWY-7646	4.2.2.19-RXN // RXN-12178 // RXN-11577 // CHONDRO-4-SULFATASE-RXN
PWY66-377	RXN66-338 // RXN66-339 // RXN-7875
PWY0-1241	RXN0-4301 // 5.1.3.20-RXN // RXN0-4361 // RXN0-4342 // RXN0-4341
PWY18C3-23	RXN18C3-60
PWY-3101	RXN-8450 // RXN-13718 // RXN-7782 // RXN-12510 // RXN1F-93 // RXN-527 // RXN-525
PWY-6736	THIOL-S-METHYLTRANSFERASE-RXN // RXN-12189
PWY66-387	RXN66-483 // RXN66-472 // RXN66-471 // FORMYL-COA-HYDROLASE-RXN // RXN66-470 // RXN66-469
PWY-7109	RXN-13661 // RXN-12925
PWY-6895	RXN0-308 // RXN-12621 // RXN-9789 // DXS-RXN // THIAZOLSYN2-RXN // RXN-12614 // RXN-12609 // RXN-12610 // THI-P-KIN-RXN // PYRIMSYN1-RXN // PYRIMSYN3-RXN
PWY-7426	RXN-19003 // RXN-19002 // RXN-19001 // 2.4.1.68-RXN // 2.4.1.155-RXN // 2.4.1.144-RXN // 2.4.1.145-RXN // 2.4.1.143-RXN // 3.2.1.114-RXN // 2.4.1.101-RXN
SULFMETII-PWY	1.8.4.9-RXN // SULFITE-REDUCTASE-FERREDOXIN-RXN // SULFATE-ADENYLYLTRANS-RXN
PWY-7986	RXN-19438 // RXN-11115 // RXN-19463 // DHBAMPLIG-RXN // RXN-19446 // RXN-19495 // RXN-19496 // RXN-19497
PWY-3542	RXN-5641 // RXN-5763 // RXN-5762 // RXN-5761
PWY-6688	RXN-12054 // RXN-12053 // RXN-12052 // RXN-12051 // RXN-12050 // RXN-12049 // RXN-12048 // RXN-12047 // RXN-12046 // RXN-12045 // RXN-12044 // RXN-12043
PWY-8378	RXN2G6Z-5 // RXN2G6Z-4
4AMINOBUTMETAB-PWY	SUCCSEMIALDDEHYDROG-RXN // SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // GABATRANSAM-RXN
PWY-6897	PYRIMSYN3-RXN // OHMETPYRKIN-RXN // THI-P-KIN-RXN // THI-P-SYN-RXN // THIAZOLSYN3-RXN
PWY-5827	RXN-9185 // RXN-9184 // RXN-9183 // RXN-9182 // RXN-9181 // RXN-9180 // RXN-9179 // RXN-9178 // RXN-9177 // RXN-9176
PWY-1361	RXN-2425 // RXN-11053 // RXN-11054 // RXN-3641 // RXN0-2044 // RXN-2424 // RXN-2401
PWY-6627	CHORISMATEMUT-RXN // RXN-11725 // RXN-11724 // RXN-11723 // RXN-11722 // RXN-11721 // RXN-11720 // RXN-11719 // RXN-11718 // RXN-11717 // RXN-11716 // RXN-11712 // RXN-11714 // RXN-11715 // RXN-11713
PWY-7639	RXN-16457 // RXN-16456
PWY-7387	RXN66-3 // RXN-14908 // RXN-14907
PWY-6120	PREPHENATE-ASP-TRANSAMINE-RXN // CYCLOHEXADIENYL-DEHYDROGENASE-RXN // PREPHENATE-TRANSAMINE-RXN // CHORISMATEMUT-RXN
PWY-7143	RXN-13830 // RXN1F-461
PWY-6168	DIOHBUTANONEPSYN-RXN // FADSYN-RXN // RIBOFLAVINKIN-RXN // RIBOFLAVIN-SYN-RXN // LUMAZINESYN-RXN // GTP-CYCLOHYDRO-II-RXN // RXN-10057 // RXN-10058 // RIBOPHOSPHAT-RXN
PWY-6998	RXN-13105 // RXN-13104
PWY-7678	RXN-16780 // RXN-16779 // RXN-16778 // RXN-15326 // RXN-16777
PWY-5048	PHENYLALANINE-AMMONIA-LYASE-RXN // TRANS-CINNAMATE-4-MONOOXYGENASE-RXN // 4-COUMARATE--COA-LIGASE-RXN // 1.1.1.222-RXN // TYROSINE-AMINOTRANSFERASE-RXN // RXN-7629 // RXN-7628 // RXN-7631 // RXN-7626 // RXN-7630
GLUCONSUPER-PWY	GLUCONOKIN-RXN
PWY-13	RXN-7485 // RXN-7483 // RXN-7482 // RXN-7481 // RXN-7487 // RXN-7486 // RXN-7484 // 2.3.1.151-RXN // RXN-7488
PWY-6978	RXN-15308 // RXN-9238 // 2.5.1.39-RXN // RXN-12944 // RXN-2762
PWY-6711	RXN-12145 // RXN-12144
PWY-7771	RXN-17546 // RXN-17542 // DHLBXANAU-RXN // RXN-17540 // RXN-17539 // RXN-17538
PWY-6117	RXN-12091 // RXN-9015 // SPERMACTRAN-RXN // RXN-9940 // RXN-9939
PWY-6828	RXN-12465
PWY-1001	CELLULOSE-SYNTHASE-UDP-FORMING-RXN
PWY-7676	RXN-16750 // RXN-16749
PWY-3722	BADH-RXN // RXN-6021
PWY-7883	TRANS-RXN0-226 // RXN-17391 // RXN-18661 // RXN-18660 // RXN-18659 // RXN0-2361 // RXN0-5227 // RXN0-5225 // RXN0-5226 // RXN0-4621
PWY-7425	DLACTDEHYDROGFAD-RXN // RXN-15138 // RXN-14536
PWY-6085	RXN-9863 // 24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN
PWY-6440	RXN-6423 // RXN-10747 // RXN-6425 // RXN-6424 // RXN-6421
PWY0-501-1	RXN-13032 // RXN-14950 // RXN-13037
PWY-5165	TSDOSALCAL-RXN
PWY-8175	RXN-21714 // RXN-21706 // RXN-21705 // RXN-21704 // RXN-21703 // RXN-21702 // RXN-21701 // RXN-21700 // RXN-21699 // RXN-21698 // RXN-21696 // RXN-21695 // RXN-21694 // RXN-21693 // RXN-21692 // RXN-21691 // RXN-21690 // RXN-21689 // RXN-21688 // RXN-21687 // RXN-21686 // RXN-21685 // RXN-21684 // RXN-21683 // RXN-21682 // RXN-21681 // RXN-21680 // RXN-21679 // RXN-21678 // RXN-21677 // RXN-21676 // BRANCHED-CHAINAMINOTRANSFERVAL-RXN // 1.2.1.25-RXN // RXN-21611
PWY-6282	RXN-9550 // RXN-10654 // RXN-10655 // RXN-10656 // RXN-10657 // RXN-10658 // RXN-10659 // RXN-10660 // RXN-10661
PWY-7859	RXN-10451 // RXN-18482 // RXN-18481 // RXN-18480 // RXN-18479 // RXN-12421
PWY-7754	1.1.1.52-RXN // RXN-21341 // RXN-21340 // RXN-21339 // RXN-21338 // RXN-17396 // RXN-19428 // RXN-19429 // RXN-21336 // RXN-21335 // RXN-17400 // RXN-17399 // RXN-17398 // BAI3OXO-OXRED-RXN // BAIAEUBSP-RXN // CHOLATE--COA-LIGASE-RXN
PWY-8133	RXN-22429 // RXN-22295 // RXN-22296 // 2.7.8.6-RXN // RXN-21331 // RXN-21330 // RXN-21329 // RXN-21328 // RXN-21327 // RXN-21326 // RXN-21325 // RXN-21324 // RXN-21323 // RXN-21322
PWY-8221	RXN-22136 // RXN-22135 // GLCNACPTRANS-RXN // RXN-18119 // RXN-21879 // RXN-21880 // RXN-21881
PWY-6825	RXN4FS-2 // 2.1.1.71-RXN // 2.1.1.17-RXN
PWY-8288	RXN-22229
PWY-8325	RXN-22743 // RXN-22744 // RXN-22705 // GLYOHMETRANS-RXN // RXN-15127 // RXN-15124 // RXN-15125
PWY-6956	ACETALD-DEHYDROG-RXN // MHPELY-RXN // 2-OXOPENT-4-ENOATE-HYDRATASE-RXN // 3.7.1.9-RXN // CATECHOL-23-DIOXYGENASE-RXN // SALICYLATE-1-MONOOXYGENASE-RXN // RXNN-386 // 1.2.1.65-RXN // RXN-8615 // RXN-8612 // 1.3.1.29-RXN // NAPHTHALENE-12-DIOXYGENASE-RXN
P124-PWY	FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN // ACETATEKIN-RXN // TRANSALDOL-RXN // 1TRANSKETO-RXN // RIB5PISOM-RXN // RIBULP3EPIM-RXN // PHOSPHOKETOLASE-RXN // GAPOXNPHOSPHN-RXN // PHOSGLYPHOS-RXN // 3PGAREARR-RXN // 2PGADEHYDRAT-RXN // PEPDEPHOS-RXN // L-LACTATE-DEHYDROGENASE-RXN // PGLUCISOM-RXN // GLUCOKIN-RXN
2AMINOBENZDEG-PWY	AMBENCOATHAUERA-RXN // AMINOBENZCOALIG-RXN
PWY-7127	RXN-13746 // RXN-13745
PWY-6228	RXN-10448 // 3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN
PWY-7764	RXN-17491 // RXN1F-66
PWY-8296	RXN-21732 // RXN-22533 // RXN-21733 // RXN-13866 // RXN-13865 // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // ASPARTATEKIN-RXN
PWY-6961	RXN-21400 // RIBULPEPIM-RXN // LXULRU5P-RXN // RXN0-705 // RXN0-703 // RXN0-704 // RXN-12440
PWY-5028	N-FORMYLGLUTAMATE-DEFORMYLASE-RXN // FORMIMINOGLUTAMATE-DEIMINASE-RXN // IMIDAZOLONEPROPIONASE-RXN // UROCANATE-HYDRATASE-RXN // HISTIDINE-AMMONIA-LYASE-RXN
ASPSYNII-PWY	3.5.5.4-RXN // 3-CYANOALANINE-HYDRATASE-RXN // L-3-CYANOALANINE-SYNTHASE-RXN
PWY-6123	RXN0-742 // RXN0-743 // IMPCYCLOHYDROLASE-RXN // AICARTRANSFORM-RXN // AICARSYN-RXN // SAICARSYN-RXN
PWY-8365	RXN-23129 // RXN-23126 // RXN-23127 // RXN-23123 // RXN-23122 // RXN-23121 // RXN-23120 // RXN-8813 // RXN-23119 // 1.1.1.261-RXN
PWY-6927	RXN-17252 // RXN-17253 // RXN-7741 // RXN-8357 // RXN-8378
PWY-7494	BADH-RXN // RXN-6268 // RXN-23577 // CHOLINE-OXIDASE-RXN
PWY-7779	ACETYL-COA-ACETYLTRANSFER-RXN // RXN-11662 // RXN-17605 // RXN-17606 // RXN-17603 // RXN-17602 // RXN-17610 // RXN-17615 // RXN-17613 // RXN-17612
PWY-7957	RXN-19281 // RXN-19264 // RXN-19268 // RXN-19272
PWY-6290	RXN-8604
PWY-6012	HOLO-ACP-SYNTH-RXN // 3.1.4.14-RXN
PWY-5505	GLUTAMINESYN-RXN // GLUTAMATE-SYNTHASE-FERREDOXIN-RXN // GLUTAMATE-SYNTHASE-NADH-RXN // GLUTAMIN-RXN // RXN-20084 // GLUTDEHYD-RXN // GLUTAMATE-DEHYDROGENASE-NADP+-RXN
PWY-7490	RXN-15485 // RXN-15484 // RXN-15483 // RXN-15482 // RXN-15480 // RXN-15475 // RXN-15473 // RXN-15470 // 6-METHYLSALICYLATE-DECARBOXYLASE-RXN // 2.3.1.165-RXN
PWY-8167	TRANS-RXN-242B // RXN-8344 // RXN-21297 // RXN-21296
P421-PWY	R363-RXN // R362-RXN // R361-RXN
PWY-6035	RXN-9723 // RXN-9724 // RXN-9725
DARABCAT-PWY	DARABISOM-RXN // D-RIBULOKIN-RXN
PWY-7506	RXN-1382
PWY-8090	RXN-17762 // RXN-17772 // RXN-20935 // RXN-20934 // RXN-20933
PWY-5406	RXN-8498 // RXN-8497 // RXN-8496 // RXN-8495
PWY-7384	SUCCCOASYN-RXN // RXN-8807 // PYRUVDEH-RXN // 1.1.1.39-RXN // PROPIONYL-COA-CARBOXY-RXN // METHYLMALONYL-COA-EPIM-RXN // METHYLMALONYL-COA-MUT-RXN // RXN0-268 // RXN-14963 // FUMHYDR-RXN
PWY-7528	RXN-13072 // RXN-15650 // R147-RXN // R83-RXN // R82-RXN // R145-RXN // 5.3.1.23-RXN // 5-METHYLTHIORIBOSE-KINASE-RXN // METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN // SAMDECARB-RXN // SPERMIDINESYN-RXN // S-ADENMETSYN-RXN
PWY-1061	RXN-2081 // 2.4.1.43-RXN
PWY-8461	RXN-24004 // RXN-24005 // RXN-24003 // RXN-24002 // RXN-24001 // RXN-24000 // RXN-14571
P184-PWY	RXN-2464 // OXALODECARB-RXN // 1.2.1.45-RXN // RXN-9983 // RXN-2462 // RXN-2463 // R107-RXN // PROTOCATECHUATE-45-DIOXYGENASE-RXN
BETSYN-PWY	BADH-RXN // CHD-RXN
PWY-7095	RXN-13598
PWY-5870	RXN-9280 // RXN-9283 // RXN-9277 // CHORPYRLY-RXN // 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN // 2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN // 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN // DHHB-METHYLTRANSFER-RXN // OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
PWY-822	RXN-1803 // RXN-1804 // RXN-1802 // RXN-1801 // RXN-1781
PWY-5888	RXN-9354
PWY-7748	RXN-17348 // RXN-17347 // RXN-16361 // RXN-16360
PWY66-380	ESTRADIOL-17-BETA-DEHYDROGENASE-RXN // RXN66-344 // RXN66-345 // RXN66-346
PWY-8200	RXN-21974 // PROGESTERONE-5-ALPHA-REDUCTASE-RXN // 1.1.1.210-RXN // RXN-21978 // RXN-21976 // RXN-21979 // RXN-21973 // RXN66-355 // RXN66-354 // RXN66-353 // RXN66-351 // RXN66-350 // RXN66-340
PWY2O6K-2	RXN-12164 // RXN0-7123
PWY-5667	GLYC3PDEHYDROGBIOSYN-RXN // RXN-1381 // RXN-1623 // CDPDIGLYSYN-RXN
PWY-7532	RXN-23391 // RXN-23390 // RXN-23389 // RXN-15669 // RXN-15668
PWY-4	RXN-14753 // GALACTURONOKINASE-RXN // RXN-3
PWY-6566	RXN-16325 // RXN-16324 // 2.4.1.174-RXN
PWY-6556	URIDINE-NUCLEOSIDASE-RXN // CYTIDEAM2-RXN
PWY-5944	RXN-8026 // RXN-8025
PWY-6872	RXN-12549 // RXN-12585 // RXN-12581 // RXN-12548
PWY66-367	ACETOACETATE-DECARBOXYLASE-RXN // 3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN // HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN // HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN // ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6658	TRANS-RXN-449 // RXN-11810 // RXN-11809 // RXN-11808 // RXN-11805 // RXN-11806 // RXN-11807 // RXN-11790 // RXN-11792 // RXN-11788 // RXN-11791
PWY-8156	RXN-21501 // RXN-21502
PWY-8402	RXN-23528 // TRANS-RXN1R65-79 // RXN-23525 // RXN-23526 // RXN-23527
PWY-4441	RXN-7082
PWY0-1355	RXN0-5264 // FORMATEDEHYDROG-RXN
PWY-5298	RXN-8162 // RXN-8173 // L-LYSINE-AMINOTRANSFERASE-RXN
PWY-7310	RXN-14729 // RXN-14730 // KDPGALDOL-RXN
PWY-4021	RXN-6461 // RXN-6462 // RXN-6464
PWY-8203	RXN-11484 // RXN-22024 // RXN-22025 // RXN-22026 // RXN-22027
PWY-6517	NAG6PDEACET-RXN // GLUCOSAMINE-6-P-DEAMIN-RXN // N-ACETYLGLUCOSAMINE-KINASE-RXN
PWY0-881	3-OXOACYL-ACP-SYNTH-RXN // 3-OXOACYL-ACP-REDUCT-RXN // ENOYL-ACP-REDUCT-NADH-RXN // ENOYL-ACP-REDUCT-NADPH-RXN // 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN // RXN0-5055 // 2.3.1.180-RXN // MALONYL-COA-ACP-TRANSACYL-RXN // ACP-S-ACETYLTRANSFER-RXN // 3-OXOACYL-ACP-SYNTH-BASE-RXN // RXN-9655 // 5.3.3.14-RXN // RXN0-2141 // RXN0-2142 // RXN0-2144 // RXN0-2145
PWY-8367	RXN-23154 // RXN-23153 // RXN-23152 // RXN-23151 // RXN-23150 // RXN-23149 // RXN-13119 // RXN-13118 // RXN-13117 // RXN-13116 // RXN-23148 // RXN-23147 // RXN-23144 // RXN-23143 // RXN-23139 // RXN-23140 // RXN-23141
PWY-5410	RXN-23336 // RXN-23335 // RXN-23334 // RXN-12299 // RXN-1346 // RXN-11852 // RXN-1349 // RXN-1347 // RXN-1345 // RXN-1321 // HYDROHEX-RXN // LIPOXYGENASE-RXN
PWY-6871	RXN-7693 // RXN-7692 // RXN-7800 // 3-ISOPROPYLMALDEHYDROG-RXN // RXN-8991 // 2-ISOPROPYLMALATESYN-RXN // 3-ISOPROPYLMALISOM-RXN
PWY-7667	RXN-16764 // RXN-16684 // RXN-16683 // RXN-16682 // RXN-16681 // RXN-16680 // RXN-16267 // RXN-16669 // RXN-16667 // RXN-16666
PWY0-1585	RXN-18605 // RXN-18604 // FORMATEDEHYDROG-RXN
COA-PWY-1	RXN66-555 // P-PANTOCYSDECARB-RXN // DEPHOSPHOCOAKIN-RXN // PANTEPADENYLYLTRAN-RXN // PANTOTHENATE-KIN-RXN
PWY-5896	RXN-9106 // RXN-9361 // RXN-9358 // RXN-9311 // NAPHTHOATE-SYN-RXN // RXN-9310 // 2.5.1.64-RXN // ISOCHORSYN-RXN // O-SUCCINYLBENZOATE-COA-SYN-RXN // O-SUCCINYLBENZOATE-COA-LIG-RXN
PWY-5701	RXN-8924 // RXN-8923 // RXN-8922 // RXN-8921 // RXN-8920
PWY-7636	RXN-8187 // RXN-8186 // RXN-16409 // RXN-16410 // RXN-16411 // RXN-16412 // RXN-16414 // RXN-16413
CYSTEINE-DEG-PWY	3-SULFINYL-PYRUVATE-SPON-RXN // 3-SULFINOALANINE-AMINOTRANSFERASE-RXN // CYSTEINE-DIOXYGENASE-RXN
PWY0-1317	LACTALDDEHYDROG-RXN // L-LACTDEHYDROGFMN-RXN
PWY-8397	1.1.1.232-RXN // RXN-23520 // RXN-23440 // LEUKOTRIENE-B4-20-MONOOXYGENASE-RXN // LEUKOTRIENE-A4-HYDROLASE-RXN // RXN-23437 // RXN66-337 // RXN-23436 // RXN-12825 // LEUKOTRIENE-C4-SYNTHASE-RXN // RXN-23435 // RXN-8647 // RXN-22994 // RXN-23434 // RXN-20570 // ARACHIDONATE-5-LIPOXYGENASE-RXN // RXN-23433 // ARACHIDONATE-8-LIPOXYGENASE-RXN // RXN-23432 // RXN-20569 // RXN-14948 // ARACHIDONATE-12-LIPOXYGENASE-RXN // RXN-23430 // RXN-23428 // RXN66-490 // RXN-23427 // ARACHIDONATE-15-LIPOXYGENASE-RXN // RXN-23426 // RXN-19058 // RXN-23425 // RXN-19057 // RXN-23424 // RXN-19056 // RXN-23422 // RXN-19055 // RXN-23420 // RXN-19677 // PROSTAGLANDIN-I-SYNTHASE-RXN // RXN-23419 // RXN-23418 // RXN-23417 // RXN-23416 // RXN-23410 // RXN-23415 // RXN-22183 // RXN-23413 // RXN-23412 // RXN-23411 // 15-OXOPROSTAGLANDIN-13-REDUCTASE-RXN // 1.1.1.141-RXN // RXN-23409 // RXN-23408 // RXN-23407 // RXN-23406 // RXN-23405 // RXN-23403 // RXN-23404 // RXN-23402 // RXN-23401 // RXN-23400 // RXN-23394 // RXN-23392 // RXN-21138 // RXN-23399 // RXN-23398 // RXN-12122 // PROSTAGLANDIN-D-SYNTHASE-RXN // PROSTAGLANDIN-E-SYNTHASE-RXN // THROMBOXANE-A-SYNTHASE-RXN // RXN-23397 // PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN // RXN-23396 // RXN-23395 // RXN-23393
PWY-5929	RXN-9453 // RXN-9452 // RXN-9451 // RXN-9450 // RXN-9449 // RXN-9448 // RXN-9447 // RXN-9446 // RXN-9445 // RXN-9444
PWY-5250	RXN-8103 // RXN-8102
TOLUENE-DEG-3-OH-PWY	RXN-12735 // RXN-20764 // RXN-20763 // RXN-11219 // TOLUENE-4-MONOOXYGENASE-RXN // M-CRESOL-METHYLCATECHOL-RXN
PWY-7758	RXN-17491 // RXN-5286 // RXN-17440 // RXN-17439 // RXN-17438 // RXN-17437 // RXN-17436 // RXN-17435 // RXN-17434 // RXN-17433 // RXN-17432 // RXN-17431 // RXN-17430 // RXN-17429
PWY-6511	RXN-7564 // RXN-11457 // RXN-11456
PWY-5079	RXN-10814 // 2.6.1.58-RXN // RXN-7700 // PHENYLPYRUVATE-DECARBOXYLASE-RXN
PWY-7915	RXN-18874 // RXN-18869 // RXN-18865 // RXN-18868 // RXN-18862 // RXN-18860 // RXN-18861
NONMEVIPP-PWY	RXN-24044 // RXN-24043 // RXN-15878 // IPPISOM-RXN // RXN0-302 // 2.7.1.148-RXN // 2.7.7.60-RXN // DXPREDISOM-RXN // DXS-RXN
PWY-8445	RXN-23264 // RXN-23265
PWY0-1608	4.3.1.17-RXN // GCVMULTI-RXN // GLYOHMETRANS-RXN
PWY-1581	RXN-2762 // RXN-2761 // 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
PWY-8154	RXN-21492 // RXN-21491 // RXN-21490 // RXN-19805 // RXN-19804 // RXN-19803 // RXN-19802 // RXN-19801 // RXN-19800 // RXN-19799 // RXN-19798 // RXN-19797 // RXN-19796 // RXN-21481 // RXN-21480 // RXN-12750 // RXN-12749 // RXN-12748 // RXN-12747 // RXN-12746 // RXN-21479 // RXN-21477 // RXN-21466 // RXN-21465 // RXN-21464 // RXN-21463 // RXN-12714 // RXN-12745 // RXN-12744 // RXN-12743 // RXN-21475 // RXN-21474 // RXN-21472 // RXN-12708 // RXN-12707 // RXN-21471 // RXN-21470 // RXN-21469 // RXN-12704 // RXN-12703 // RXN-17645 // RXN-17650 // TRANS-RXN-406 // RXN-21459 // RXN-21458 // RXN-21457 // RXN-21430 // RXN-12694 // RXN-12693
PWY-6689	RXN-17941 // RXN-17940 // RXN-17939 // 3.1.27.9-RXN // 2.7.1.160-RXN // RXN-12055 // RXN-10034
PWY-7124	RXN-12538 // ISOCITDEH-RXN // ACONITATEHYDR-RXN // ACONITATEDEHYDR-RXN // CITSYN-RXN // PEPCARBOX-RXN // 2PGADEHYDRAT-RXN // 3PGAREARR-RXN // RIB5PISOM-RXN // PHOSPHORIBULOKINASE-RXN // RIBULP3EPIM-RXN // SEDOHEPTULOSE-BISPHOSPHATASE-RXN // 2TRANSKETO-RXN // 1TRANSKETO-RXN // F16BDEPHOS-RXN // SEDOBISALDOL-RXN // F16ALDOLASE-RXN // TRIOSEPISOMERIZATION-RXN // 1.2.1.13-RXN // PHOSGLYPHOS-RXN // RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN // RXN-15479 // PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN // 1.18.1.2-RXN // PSII-RXN
PWY-8099	1.5.1.34-RXN // RXN-14206
PWY2B4Q-3	RXN-22423 // RXN2B4Q-42 // RXN2B4Q-44 // RXN2B4Q-45 // RXN2B4Q-46 // RXN2B4Q-47 // TRANS-RXN2B4Q-125
PWY-7167	RXN-13946
PWY-7037	RXN-22111 // TRANS-RXN-448 // RXN-13318 // RXN-13317 // RXN-13316 // RXN-13315 // RXN-13314 // RXN-13269
PWY-6134	RXN66-569
PWY-6131	GLYCERONE-KINASE-RXN // GLYCDEH-RXN
PWY1G01-4	RXN0-7316 // RXN0-5364
PWY-6139	RXN-9990 // N-ACETYLNEURAMINATE-SYNTHASE-RXN // RXN-9987
PWY-6321	RXN-10823 // RXN-10822
PWY-6079	1.14.12.1-RXN
PWY-5499	3.5.1.29-RXN // 1.14.12.4-RXN // 4.1.1.51-RXN // RXN-8756 // RXN-8757 // 4-PYRIDOXOLACTONASE-RXN // PYRIDOXAL-4-DEHYDROGENASE-RXN // PYRIDOXINE-4-OXIDASE-RXN // 2.6.1.30-RXN
PWY-8089	RXN-20930 // RXN-20928 // RXN-20929
PWY-6608	RXN0-5199 // RXN0-901 // RXN-7609 // GUANINE-DEAMINASE-RXN
PWY-5479	RXN-16344 // RXN-8738 // RXN-8736 // RXN-8735
SORBDEG-PWY	SORB6PDEHYDROG-RXN
PWY-6820	RXN-12441
